7.428304622798572732e-01,7.126686529488469590e-01,7.115564388409751917e-01,7.180373984491781325e-01,7.104406474056267351e-01,7.088501895664796049e-01,2.880817466920227443e-01,7.117102723708031986e-01,6.954977983318866297e-01,5.474102256994490823e-01,5.475499069127361951e-01,5.052131761596462267e-01,5.277702459140156677e-01,5.345449750572596193e-01,5.520989330058292399e-01,5.509625639205147918e-01,5.325652383743929574e-01,5.528957699378154178e-01,5.647100596212270007e-01,5.792125240496166505e-01,5.727310882692272509e-01,5.733339534172552376e-01,5.672012972923173857e-01,5.522982369143469850e-01,5.673788473314768099e-01,5.428188127485615855e-01,5.321006712581307641e-01,5.433989201769938715e-01,5.806108712766215874e-01,5.328420392834339880e-01,5.215178883894382444e-01,5.026368088887553931e-01,5.322704541099474440e-01,5.106615983238078638e-01,5.272483783322051698e-01,5.108366768140019110e-01,5.270593281164444033e-01,4.986383846747253212e-01,4.732931662915752513e-01,5.041818457817852650e-01,5.123737015142115769e-01,4.783275019909662418e-01,4.682569236825402936e-01,4.719376652190084842e-01,4.852868363096967119e-01,5.066694439270258421e-01,5.119322572876521260e-01,4.869434546922288276e-01,5.191359080254338565e-01,4.163098747641716946e-01,5.775532604909150436e-01,5.108827430598932295e-01,5.601073973284247387e-01,1.486296335923668610e-01,2.831583560585639869e-01,1.871992632419039460e-01
7.126686529488469590e-01,7.377538359562096915e-01,7.117717866771228197e-01,7.193152806316635006e-01,7.112732068196638835e-01,7.087819540246282912e-01,2.893045186025831605e-01,7.123679091122127049e-01,6.941953674726009105e-01,5.524368458869163279e-01,5.509799284545880971e-01,5.104588229409233735e-01,5.302481589213857704e-01,5.376277103893972731e-01,5.561505181116227492e-01,5.540027324802309083e-01,5.359148701173566121e-01,5.574665699704669519e-01,5.683417701342057260e-01,5.832821714955956915e-01,5.752222514993702296e-01,5.781594462940350398e-01,5.696906190804432724e-01,5.567271724467154348e-01,5.722533801996952940e-01,5.479600440363092684e-01,5.366608987590123503e-01,5.472268478100009714e-01,5.860064032181963034e-01,5.377252001267364134e-01,5.260591959722278332e-01,5.057793298001442839e-01,5.380618722337326965e-01,5.159229533722086147e-01,5.331722653568427006e-01,5.158680606372227917e-01,5.327527611204653235e-01,5.036889007247064010e-01,4.787600355232759508e-01,5.080765846529053942e-01,5.172299762003801371e-01,4.815035934212610891e-01,4.715305789697211702e-01,4.762095527016282359e-01,4.896588043011795288e-01,5.120242471480924706e-01,5.161973534953755438e-01,4.909845470753352870e-01,5.238555859962104044e-01,4.213367550970087971e-01,5.817914192827032815e-01,5.190630484410170276e-01,5.653211142555938373e-01,1.495804255266170446e-01,2.862629949548523567e-01,1.856469368166633049e-01
7.115564388409751917e-01,7.117717866771228197e-01,7.615941559557648510e-01,7.173663810098840354e-01,7.091168012385922204e-01,7.067349532085439590e-01,2.844307198034049522e-01,7.092097576370804957e-01,6.917718887227447544e-01,5.516047339186438414e-01,5.515266670530500903e-01,5.111959157209201576e-01,5.320470467278457516e-01,5.385754093539186771e-01,5.558404526119576916e-01,5.547971539735628843e-01,5.355504328018575455e-01,5.571313712444021515e-01,5.688057823202825602e-01,5.821624143520760519e-01,5.738358672879121380e-01,5.765803725876591512e-01,5.677929256576840222e-01,5.544087044701264677e-01,5.696148276007513278e-01,5.453376255953508167e-01,5.353014340912126690e-01,5.473753006293201606e-01,5.827308029517322963e-01,5.372730810676544788e-01,5.270413206125356131e-01,5.065397027972745603e-01,5.395747729781749102e-01,5.170747219581837140e-01,5.331454963191196716e-01,5.149983611766563163e-01,5.323151266932479864e-01,5.045164891466713541e-01,4.795764094762244856e-01,5.090932219919365176e-01,5.190357241518958054e-01,4.833783644744723551e-01,4.751581521890202442e-01,4.773751110017429022e-01,4.902556693461194159e-01,5.121989955297936437e-01,5.182428583498576158e-01,4.940251363313279964e-01,5.249402080881028221e-01,4.237126978801467048e-01,5.852610127633425252e-01,5.184525532855530638e-01,5.684683547927551484e-01,1.560821781558992816e-01,2.894758599029378376e-01,1.953424739761398243e-01
7.180373984491781325e-01,7.193152806316635006e-01,7.173663810098840354e-01,7.486242360848646138e-01,7.162268402118031618e-01,7.130978329847147412e-01,2.919069002761483511e-01,7.183211214145297507e-01,6.987850042019689845e-01,5.577071134386349938e-01,5.561591288332303762e-01,5.146318543124336342e-01,5.362791078290791713e-01,5.437414672119567083e-01,5.612100905534076478e-01,5.598506720600113784e-01,5.409607493235550901e-01,5.620123509391281580e-01,5.743540591548547125e-01,5.874370626984132260e-01,5.794610008177779603e-01,5.827966662335981596e-01,5.723707480150181937e-01,5.599619328791306527e-01,5.748050128475039600e-01,5.513357962597240647e-01,5.409960225279326629e-01,5.509625639205147918e-01,5.902792720747611632e-01,5.431880320100624937e-01,5.319755407143811343e-01,5.110209241938504787e-01,5.435394741973750277e-01,5.205460730196012076e-01,5.386550603163148265e-01,5.208641052166499419e-01,5.383983727485585069e-01,5.079285920101399565e-01,4.821353874414307517e-01,5.136413460086979299e-01,5.207005638507758993e-01,4.865914777783282852e-01,4.776830774199304352e-01,4.800082717355756978e-01,4.951646081793020238e-01,5.161516274974119467e-01,5.228779714245999077e-01,4.962741904268245796e-01,5.294411350475146660e-01,4.265316734461238046e-01,5.888314836127843677e-01,5.230591151035309805e-01,5.719598580794473808e-01,1.531616801460155275e-01,2.899897724723674020e-01,1.913222022986071358e-01
7.104406474056267351e-01,7.112732068196638835e-01,7.091168012385922204e-01,7.162268402118031618e-01,7.366154714412260773e-01,7.068846805216092433e-01,2.885846827853791319e-01,7.096494167962741351e-01,6.928170708784593401e-01,5.496849645641488369e-01,5.470783605524874860e-01,5.044235478530242345e-01,5.273203837358600987e-01,5.342510598760893403e-01,5.519169047529557393e-01,5.509365162248494041e-01,5.311616257926088380e-01,5.533111100218188749e-01,5.647525139972801034e-01,5.792125240496166505e-01,5.718759677001835628e-01,5.743791212901649956e-01,5.648543923048097160e-01,5.521249327470216794e-01,5.685274184241431161e-01,5.435921740984533956e-01,5.326813300508637106e-01,5.438995047734725974e-01,5.816924463499693054e-01,5.334398970156679631e-01,5.203460931028855985e-01,5.016298762712770865e-01,5.329223794894573096e-01,5.113156223515742393e-01,5.279770831581026558e-01,5.114076908759330742e-01,5.284085417874989643e-01,4.989942487589807407e-01,4.735736689876833272e-01,5.037912370710617704e-01,5.127505541626913299e-01,4.782025046265873103e-01,4.688698946560450609e-01,4.702304362623701550e-01,4.843808869306036047e-01,5.075307131820295803e-01,5.112879995052281856e-01,4.877894543263280869e-01,5.192360776354791874e-01,4.171546181134589970e-01,5.770296012870114177e-01,5.117850490865302193e-01,5.597993141023362984e-01,1.497388640072846444e-01,2.842244584653330630e-01,1.866578597808474793e-01
7.088501895664796049e-01,7.087819540246282912e-01,7.067349532085439590e-01,7.130978329847147412e-01,7.068846805216092433e-01,7.344008324339521554e-01,2.842473776914638539e-01,7.093832102892060343e-01,6.933029656698159737e-01,5.445575793971088041e-01,5.424669801731014651e-01,5.007336823866940234e-01,5.232492651216335000e-01,5.283007027004656964e-01,5.481868152966443697e-01,5.450572681565163391e-01,5.262485219454736685e-01,5.480996051163266047e-01,5.607829260822394524e-01,5.756808685532189829e-01,5.686539636142372567e-01,5.697243010726219525e-01,5.619526445361792133e-01,5.488318001610622554e-01,5.630264637259106975e-01,5.402195724426028800e-01,5.279231316527251971e-01,5.399458308991675892e-01,5.771127535010532883e-01,5.272843819806951604e-01,5.142651592846870789e-01,4.952869296066820803e-01,5.272933825969868815e-01,5.039865671958891902e-01,5.203370017501870448e-01,5.034004222301515785e-01,5.214271217525161539e-01,4.914763877279565985e-01,4.664543236389229741e-01,4.968753206716396420e-01,5.066231104430898302e-01,4.707060987968568200e-01,4.609545320634063637e-01,4.648335502780129858e-01,4.800658358032257045e-01,5.003786420173109706e-01,5.061317956083147829e-01,4.798547473458962265e-01,5.112972072380610467e-01,4.142878191919880382e-01,5.702293012974875008e-01,5.077065468135627535e-01,5.513531505357536222e-01,1.478249025786917970e-01,2.815751078676090313e-01,1.846235788682686341e-01
2.880817466920227443e-01,2.893045186025831605e-01,2.844307198034049522e-01,2.919069002761483511e-01,2.885846827853791319e-01,2.842473776914638539e-01,3.573260670709401121e-01,2.894644377265707114e-01,2.838691689337624613e-01,2.319114257312806793e-01,2.323124606881876997e-01,2.049522061369607184e-01,2.142014504287291787e-01,2.239098547978050635e-01,2.283694783174582132e-01,2.416550955350692809e-01,2.288184616680672967e-01,2.325247413485193038e-01,2.357180571386674195e-01,2.543144227432653226e-01,2.555733255749942923e-01,2.419368058942266142e-01,2.460052899369806478e-01,2.321945174227073028e-01,2.380714918549674541e-01,2.289129720823622482e-01,2.173275765732805287e-01,2.171612784921313488e-01,2.456421730973729067e-01,1.980868956575329853e-01,1.968049513411606888e-01,1.851172487121064969e-01,2.031002892657158831e-01,1.956182535961598079e-01,2.024308513882470961e-01,1.916224461307802773e-01,1.986976777462730603e-01,1.967809833427578148e-01,1.821538365499579259e-01,1.949827150034477707e-01,1.956422329712700081e-01,1.721916684427273470e-01,1.664397164023108944e-01,1.691657626622725119e-01,1.722158626721683183e-01,1.890512039445955139e-01,1.889430104992552983e-01,1.761808849553544443e-01,1.957021803854788189e-01,1.227984995483841629e-01,2.152241681213071245e-01,1.671790310957647629e-01,2.067071856742875580e-01,0.000000000000000000e+00,6.144618474468026281e-02,1.912175105219281537e-02
7.117102723708031986e-01,7.123679091122127049e-01,7.092097576370804957e-01,7.183211214145297507e-01,7.096494167962741351e-01,7.093832102892060343e-01,2.894644377265707114e-01,7.392161529245195872e-01,6.947826703147378380e-01,5.474538793558036964e-01,5.471045666885359093e-01,5.052688827035904939e-01,5.262304931476323722e-01,5.339926640943464253e-01,5.515093175485035193e-01,5.513618274948414166e-01,5.325920305401753430e-01,5.516220807987941566e-01,5.639453697560402601e-01,5.790385262439158298e-01,5.718759677001835628e-01,5.739863574644535893e-01,5.652956660206236439e-01,5.516134074183649538e-01,5.668883427152102694e-01,5.408019963529772101e-01,5.314390037578970993e-01,5.439258406169517057e-01,5.808670019586550382e-01,5.326277517675856998e-01,5.208641052166499419e-01,5.017231679653234577e-01,5.333150155276192850e-01,5.110853996860255100e-01,5.286062025019002686e-01,5.095456310822227275e-01,5.267981729889071874e-01,4.988818887972172322e-01,4.724801339876364970e-01,5.021241892629169090e-01,5.110761892535331530e-01,4.755344975194361057e-01,4.660250253521838193e-01,4.689282493112522654e-01,4.843618031312182937e-01,5.055937536180491465e-01,5.115365670881555360e-01,4.851343282251655564e-01,5.171477870174023828e-01,4.134199687619782293e-01,5.757308776101359715e-01,5.101361087095457325e-01,5.578616990782425678e-01,1.445307933388937371e-01,2.799213866918892069e-01,1.813943790866685835e-01
6.954977983318866297e-01,6.941953674726009105e-01,6.917718887227447544e-01,6.987850042019689845e-01,6.928170708784593401e-01,6.933029656698159737e-01,2.838691689337624613e-01,6.947826703147378380e-01,7.132999755436500999e-01,5.302929654446707497e-01,5.272033711091493879e-01,4.857060813055682491e-01,5.099147358970258503e-01,5.135403839622127986e-01,5.323597963120535459e-01,5.335469197846535172e-01,5.144485303166577150e-01,5.328241845996608550e-01,5.445224989914170255e-01,5.631882241904992981e-01,5.566841570500586922e-01,5.535446179923828591e-01,5.504327164551062745e-01,5.375567997324015579e-01,5.498589390555931322e-01,5.281568907330433937e-01,5.137239407410306713e-01,5.242534783555763411e-01,5.631541729419072828e-01,5.088622925815140530e-01,4.979449036245033322e-01,4.793075778638699602e-01,5.088992462105900172e-01,4.881029070174054962e-01,5.035679395419775384e-01,4.848292235025778441e-01,5.046187110668522990e-01,4.787888628340609132e-01,4.521423149332443048e-01,4.837795258536552456e-01,4.894976667862054875e-01,4.538762840083392369e-01,4.458317653289611271e-01,4.491120736515437084e-01,4.645696352608471580e-01,4.820779723230381175e-01,4.876184270926721132e-01,4.632292392059443875e-01,4.947692816969783691e-01,3.977025131055135221e-01,5.487621035378675849e-01,4.877704531490459905e-01,5.324223287979310548e-01,1.380064018894413547e-01,2.668293022379750745e-01,1.730020618635719210e-01
5.474102256994490823e-01,5.524368458869163279e-01,5.516047339186438414e-01,5.577071134386349938e-01,5.496849645641488369e-01,5.445575793971088041e-01,2.319114257312806793e-01,5.474538793558036964e-01,5.302929654446707497e-01,6.645424615547315117e-01,5.924762160502833330e-01,5.568475996748057932e-01,5.760058504335053842e-01,5.891164603294241076e-01,5.997812191747147192e-01,5.684261628965860957e-01,5.474975300328971395e-01,5.912126268229884740e-01,6.033927615833346580e-01,5.882284791731178242e-01,5.715402865563552481e-01,6.034482536585714652e-01,5.889943453863699663e-01,5.818326529202817454e-01,5.933977687519795818e-01,5.756725332916531324e-01,5.670998164485606674e-01,5.875268675221252401e-01,6.160331480578641328e-01,5.787898664240335167e-01,5.619441145719752395e-01,5.494326168335920135e-01,5.765554052082068059e-01,5.681307359034811766e-01,5.818821293375033843e-01,5.694295187519378132e-01,5.786157404817191541e-01,5.590369993173736063e-01,5.351146239791405579e-01,5.623107951073260669e-01,5.690250075930495255e-01,5.375833921198630572e-01,5.248589204662174046e-01,5.298447669268530058e-01,5.382301439414067801e-01,5.601416192393341431e-01,5.647779851882104296e-01,5.436712159147315537e-01,5.690671570299098425e-01,4.284980065476137190e-01,5.819975575625180308e-01,5.225608563214594326e-01,5.722282269030003476e-01,1.756372384287218646e-01,3.068762529506826042e-01,2.135828349188815256e-01
